"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","brand","product_line","product_class","product_size","list_price","standard_cost","product_first_sold_date","month","profit"
5836,0,1406,"10/09/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,34170,"Sep",45.96
5837,56,2726,"24/08/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,35707,"Aug",45.96
5838,4,3072,"06/01/17",FALSE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,40784,"Jan",451.65
5839,68,1369,"07/03/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",1636.9,44.71,42105,"Mar",1592.19
5840,81,482,"03/08/17",TRUE,"Approved","Norco Bicycles","Standard","medium","small",586.45,521.94,33429,"Aug",64.51
5841,78,500,"30/05/17",TRUE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,34556,"May",1055.82
5842,4,2877,"22/03/17",TRUE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,38216,"Mar",451.65
5843,0,1738,"09/12/17",FALSE,"Approved","Norco Bicycles","Road","medium","medium",543.39,407.54,33888,"Dec",135.85
5844,96,1631,"21/08/17",FALSE,"Approved","WeareA2B","Road","low","small",1172.78,1043.77,37539,"Aug",129.01
5845,64,962,"17/06/17",TRUE,"Approved","Giant Bicycles","Standard","high","small",1977.36,1759.85,36146,"Jun",217.51
5846,50,879,"15/10/17",FALSE,"Approved","WeareA2B","Standard","medium","small",175.89,131.92,37668,"Oct",43.97
5847,98,181,"27/06/17",TRUE,"Approved","Trek Bicycles","Standard","high","medium",358.39,215.03,38002,"Jun",143.36
5848,67,1118,"31/03/17",TRUE,"Approved","Norco Bicycles","Road","medium","medium",544.05,376.84,38647,"Mar",167.21
5849,22,1560,"18/05/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",60.34,45.26,34165,"May",15.08
5850,100,2930,"10/01/17",TRUE,"Approved","Norco Bicycles","Road","medium","medium",1036.59,206.35,33364,"Jan",830.24
5851,43,3150,"23/04/17",FALSE,"Approved","Solex","Standard","medium","medium",1151.96,649.49,36498,"Apr",502.47
5852,77,2400,"10/10/17",TRUE,"Approved","Norco Bicycles","Road","medium","large",1240.31,795.1,38193,"Oct",445.21
5853,5,2585,"15/09/17",FALSE,"Approved","Trek Bicycles","Mountain","low","medium",574.64,459.71,40784,"Sep",114.93
5854,42,2785,"21/01/17",FALSE,"Approved","OHM Cycles","Road","medium","small",1810,1610.9,37873,"Jan",199.1
5855,90,2637,"05/08/17",TRUE,"Approved","Norco Bicycles","Standard","low","medium",363.01,290.41,42458,"Aug",72.6
5856,100,2715,"18/05/17",FALSE,"Approved","Norco Bicycles","Road","medium","medium",1036.59,206.35,33364,"May",830.24
5857,62,2425,"16/07/17",TRUE,"Approved","Solex","Standard","medium","medium",478.16,298.72,36146,"Jul",179.44
5858,87,2454,"31/08/17",FALSE,"Approved","Giant Bicycles","Standard","high","medium",1179,707.4,36145,"Aug",471.6
5859,14,401,"19/08/17",FALSE,"Approved","Trek Bicycles","Standard","medium","small",1386.84,1234.29,37838,"Aug",152.55
5860,52,2872,"06/12/17",TRUE,"Approved","OHM Cycles","Road","medium","medium",1280.28,829.51,37823,"Dec",450.77
5861,37,1792,"12/06/17",TRUE,"Approved","OHM Cycles","Standard","low","medium",1793.43,248.82,36361,"Jun",1544.61
5863,0,705,"21/03/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",60.34,45.26,34165,"Mar",15.08
5864,4,2053,"15/12/17",TRUE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,37659,"Dec",451.65
5865,60,1038,"28/11/17",TRUE,"Approved","Giant Bicycles","Standard","high","small",1977.36,1759.85,34143,"Nov",217.51
5866,80,2914,"20/02/17",FALSE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,42226,"Feb",139.23
5867,10,2998,"18/02/17",TRUE,"Approved","Solex","Standard","medium","medium",1945.43,333.18,41922,"Feb",1612.25
5868,35,1821,"23/11/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,40784,"Nov",448.68
5869,66,238,"09/01/17",TRUE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,40410,"Jan",64.9299999999999
5870,9,1611,"19/11/17",TRUE,"Approved","Norco Bicycles","Standard","medium","small",1216.14,1082.36,39031,"Nov",133.78
5871,8,2779,"27/11/17",TRUE,"Approved","Solex","Road","medium","small",1703.52,1516.13,38693,"Nov",187.39
5872,56,3443,"13/02/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,40779,"Feb",45.96
5873,55,1292,"21/03/17",FALSE,"Approved","Trek Bicycles","Road","medium","large",1894.19,598.76,37823,"Mar",1295.43
5874,40,2054,"11/06/17",FALSE,"Approved","OHM Cycles","Standard","high","medium",1458.17,874.9,39526,"Jun",583.27
5875,87,2481,"23/01/17",FALSE,"Approved","Giant Bicycles","Standard","high","medium",1179,707.4,37874,"Jan",471.6
5876,95,1713,"21/06/17",FALSE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,35455,"Jun",139.23
5877,67,138,"01/01/17",FALSE,"Approved","Norco Bicycles","Road","medium","medium",544.05,376.84,38647,"Jan",167.21
5878,73,797,"18/08/17",TRUE,"Approved","Solex","Standard","medium","medium",1945.43,333.18,37499,"Aug",1612.25
5879,20,242,"21/08/17",FALSE,"Approved","Trek Bicycles","Standard","medium","small",1775.81,1580.47,40303,"Aug",195.34
5880,56,597,"18/04/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,35707,"Apr",45.96
5881,89,2294,"18/10/17",TRUE,"Approved","WeareA2B","Touring","medium","large",1362.99,57.74,34079,"Oct",1305.25
5882,44,322,"09/01/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1769.64,108.76,41064,"Jan",1660.88
5883,0,3451,"02/12/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,38206,"Dec",110.56
5884,86,1727,"07/08/17",TRUE,"Approved","Norco Bicycles","Road","high","large",774.53,464.72,37698,"Aug",309.81
5885,88,1118,"10/07/17",FALSE,"Approved","Norco Bicycles","Standard","medium","medium",1198.46,381.1,37874,"Jul",817.36
5886,0,277,"05/03/17",TRUE,"Approved","Trek Bicycles","Road","medium","medium",533.51,400.13,41064,"Mar",133.38
5887,38,1825,"28/10/17",FALSE,"Approved","Solex","Standard","medium","medium",1577.53,826.51,40618,"Oct",751.02
5889,81,1407,"19/01/17",FALSE,"Approved","Norco Bicycles","Standard","medium","small",586.45,521.94,35667,"Jan",64.51
5890,13,328,"06/02/17",FALSE,"Approved","Solex","Standard","medium","medium",1163.89,589.27,42560,"Feb",574.62
5891,81,977,"12/01/17",TRUE,"Approved","Solex","Standard","medium","medium",1151.96,649.49,38991,"Jan",502.47
5892,3,1590,"22/03/17",FALSE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,37823,"Mar",1702.55
5894,94,3186,"07/05/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",1635.3,993.66,41434,"May",641.64
5895,38,1007,"02/03/17",FALSE,"Approved","Solex","Standard","medium","medium",1577.53,826.51,40618,"Mar",751.02
5896,2,2605,"03/04/17",TRUE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,40553,"Apr",64.9299999999999
5897,46,3411,"07/09/17",TRUE,"Approved","Solex","Standard","low","medium",1289.85,74.51,39427,"Sep",1215.34
5898,0,289,"28/09/17",TRUE,"Approved","Solex","Standard","medium","medium",478.16,298.72,34143,"Sep",179.44
5899,73,2937,"23/12/17",FALSE,"Approved","Solex","Standard","medium","medium",1945.43,333.18,37499,"Dec",1612.25
5900,85,693,"13/12/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",752.64,205.36,34079,"Dec",547.28
5901,57,2153,"06/10/17",FALSE,"Approved","WeareA2B","Touring","medium","large",1890.39,260.14,33259,"Oct",1630.25
5902,15,172,"22/02/17",FALSE,"Approved","Norco Bicycles","Standard","low","medium",958.74,748.9,41345,"Feb",209.84
5903,0,329,"21/05/17",FALSE,"Approved","Trek Bicycles","Road","medium","medium",533.51,400.13,37220,"May",133.38
5904,2,2274,"15/08/17",TRUE,"Approved","Solex","Standard","medium","medium",71.49,53.62,38573,"Aug",17.87
5905,0,664,"07/10/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,35707,"Oct",45.96
5906,34,2922,"05/07/17",TRUE,"Cancelled","Norco Bicycles","Road","high","large",774.53,464.72,35560,"Jul",309.81
5907,29,2763,"05/02/17",TRUE,"Approved","Norco Bicycles","Road","medium","medium",543.39,407.54,37698,"Feb",135.85
5908,71,1047,"14/08/17",FALSE,"Approved","Solex","Standard","high","large",1842.92,1105.75,34996,"Aug",737.17
5909,74,3482,"11/01/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1228.07,400.91,42226,"Jan",827.16
5910,25,41,"22/02/17",FALSE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,42404,"Feb",709.34
5911,86,617,"02/09/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,38206,"Sep",110.56
5912,14,3450,"24/04/17",TRUE,"Approved","Trek Bicycles","Standard","medium","small",1386.84,1234.29,37838,"Apr",152.55
5913,87,3234,"03/08/17",TRUE,"Approved","Giant Bicycles","Standard","high","medium",1179,707.4,35667,"Aug",471.6
5914,26,2780,"04/06/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1992.93,762.63,33888,"Jun",1230.3
5915,59,3306,"15/04/17",TRUE,"Approved","Solex","Standard","medium","large",1061.56,733.58,34170,"Apr",327.98
5916,23,1424,"15/10/17",TRUE,"Approved","Norco Bicycles","Standard","medium","medium",1198.46,381.1,36833,"Oct",817.36
5917,59,2671,"24/06/17",FALSE,"Approved","Solex","Standard","medium","large",1061.56,733.58,34170,"Jun",327.98
5918,23,2641,"13/01/17",TRUE,"Approved","Norco Bicycles","Mountain","low","small",688.63,612.88,40670,"Jan",75.75
5919,100,273,"28/05/17",TRUE,"Approved","Norco Bicycles","Road","medium","medium",1036.59,206.35,33364,"May",830.24
5920,98,115,"21/09/17",TRUE,"Approved","Trek Bicycles","Standard","high","medium",358.39,215.03,38002,"Sep",143.36
5921,11,3342,"31/08/17",FALSE,"Approved","Giant Bicycles","Standard","high","medium",1274.93,764.96,39298,"Aug",509.97
5922,8,1831,"01/04/17",TRUE,"Approved","Solex","Road","medium","small",1703.52,1516.13,40649,"Apr",187.39
5923,9,2664,"25/01/17",TRUE,"Approved","OHM Cycles","Road","medium","medium",742.54,667.4,33549,"Jan",75.14
5924,66,57,"25/11/17",TRUE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,37499,"Nov",64.9299999999999
5925,51,100,"10/05/17",TRUE,"Approved","OHM Cycles","Standard","high","medium",2005.66,1203.4,41848,"May",802.26
5926,21,1556,"28/06/17",FALSE,"Approved","Solex","Standard","medium","large",1071.23,380.74,36334,"Jun",690.49
5927,66,558,"25/11/17",FALSE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,40487,"Nov",64.9299999999999
5928,88,73,"05/04/17",TRUE,"Approved","Norco Bicycles","Standard","medium","medium",1198.46,381.1,36145,"Apr",817.36
5929,59,657,"10/06/17",TRUE,"Approved","Solex","Standard","medium","large",1061.56,733.58,34170,"Jun",327.98
5930,26,1693,"13/04/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1992.93,762.63,34115,"Apr",1230.3
5931,53,490,"25/07/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",795.34,101.58,35470,"Jul",693.76
5932,41,1164,"30/05/17",FALSE,"Approved","Solex","Road","medium","medium",416.98,312.74,35560,"May",104.24
5933,44,2651,"13/02/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1769.64,108.76,34071,"Feb",1660.88
5934,74,3475,"25/06/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1228.07,400.91,36668,"Jun",827.16
5935,45,1586,"14/12/17",FALSE,"Approved","Trek Bicycles","Road","low","medium",980.37,234.43,38258,"Dec",745.94
5936,74,514,"11/04/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1228.07,400.91,33429,"Apr",827.16
5937,64,573,"17/04/17",FALSE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,36668,"Apr",872.89
5938,31,1344,"09/12/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",230.91,173.18,39031,"Dec",57.73
5939,59,1452,"28/12/17",TRUE,"Approved","Solex","Standard","medium","large",1061.56,733.58,34170,"Dec",327.98
5940,35,3008,"09/02/17",TRUE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,37659,"Feb",448.68
5941,26,3432,"05/08/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1992.93,762.63,33455,"Aug",1230.3
5942,35,2310,"07/10/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,41245,"Oct",448.68
5943,12,2591,"27/08/17",TRUE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,38193,"Aug",1055.82
5944,1,2054,"23/07/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,38573,"Jul",448.68
5945,47,2680,"19/04/17",TRUE,"Approved","Trek Bicycles","Road","low","small",1720.7,1531.42,41064,"Apr",189.28
5946,0,3101,"02/10/17",TRUE,"Approved","Norco Bicycles","Standard","low","medium",363.01,290.41,38482,"Oct",72.6
5947,63,1543,"14/08/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1992.93,762.63,34115,"Aug",1230.3
5948,12,2509,"27/04/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,38216,"Apr",1069.55
5949,53,473,"06/09/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",795.34,101.58,33259,"Sep",693.76
5950,20,1160,"20/07/17",FALSE,"Approved","Trek Bicycles","Standard","medium","small",1775.81,1580.47,40303,"Jul",195.34
5951,100,798,"29/06/17",FALSE,"Approved","Trek Bicycles","Standard","medium","small",1386.84,1234.29,37838,"Jun",152.55
5952,87,2109,"28/12/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",1636.9,44.71,36668,"Dec",1592.19
5953,58,698,"17/05/17",TRUE,"Approved","OHM Cycles","Road","medium","medium",1280.28,829.51,38339,"May",450.77
5954,23,2015,"18/04/17",TRUE,"Approved","Norco Bicycles","Mountain","low","small",688.63,612.88,34244,"Apr",75.75
5955,6,2959,"18/08/17",TRUE,"Approved","OHM Cycles","Standard","high","medium",227.88,136.73,38216,"Aug",91.15
5956,21,10,"20/06/17",TRUE,"Approved","Solex","Standard","medium","large",1071.23,380.74,34115,"Jun",690.49
5957,10,1157,"23/06/17",TRUE,"Approved","WeareA2B","Touring","medium","medium",1466.68,363.25,42560,"Jun",1103.43
5958,73,2207,"29/06/17",TRUE,"Approved","Solex","Standard","medium","medium",1945.43,333.18,36668,"Jun",1612.25
5959,31,1693,"27/01/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",230.91,173.18,39031,"Jan",57.73
5960,0,2159,"11/07/17",FALSE,"Approved","Norco Bicycles","Road","medium","medium",543.39,407.54,33552,"Jul",135.85
5961,19,329,"25/01/17",TRUE,"Approved","Trek Bicycles","Mountain","low","medium",574.64,459.71,42560,"Jan",114.93
5962,75,3402,"06/10/17",TRUE,"Approved","Giant Bicycles","Touring","medium","large",1873.97,863.95,38859,"Oct",1010.02
5963,71,765,"24/11/17",FALSE,"Approved","Solex","Standard","high","large",1842.92,1105.75,34996,"Nov",737.17
5965,86,2592,"16/06/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,36145,"Jun",110.56
5966,10,1514,"26/09/17",FALSE,"Approved","WeareA2B","Touring","medium","medium",1466.68,363.25,41701,"Sep",1103.43
5967,34,3461,"19/07/17",TRUE,"Approved","Norco Bicycles","Road","high","large",774.53,464.72,36361,"Jul",309.81
5968,20,1666,"30/04/17",FALSE,"Approved","Trek Bicycles","Standard","medium","small",1775.81,1580.47,41701,"Apr",195.34
5969,8,2667,"26/05/17",FALSE,"Approved","Solex","Road","medium","small",1703.52,1516.13,38216,"May",187.39
5970,15,27,"18/06/17",FALSE,"Approved","Norco Bicycles","Standard","low","medium",958.74,748.9,41345,"Jun",209.84
5971,0,3372,"28/01/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",569.56,528.43,37874,"Jan",41.13
5972,58,937,"20/01/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",912.52,141.4,42295,"Jan",771.12
5973,88,2638,"10/08/17",FALSE,"Approved","Norco Bicycles","Standard","medium","medium",1198.46,381.1,36145,"Aug",817.36
5974,7,3287,"24/03/17",TRUE,"Approved","Trek Bicycles","Road","low","medium",980.37,234.43,38693,"Mar",745.94
5975,72,2208,"07/09/17",FALSE,"Approved","Norco Bicycles","Standard","medium","medium",360.4,270.3,42710,"Sep",90.1
5976,57,3132,"11/10/17",FALSE,"Approved","WeareA2B","Touring","medium","large",1890.39,260.14,40779,"Oct",1630.25
5977,36,3310,"24/06/17",FALSE,"Approved","Solex","Standard","low","medium",945.04,507.58,40618,"Jun",437.46
5979,58,75,"26/05/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",912.52,141.4,42295,"May",771.12
5980,44,1086,"15/09/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1769.64,108.76,41009,"Sep",1660.88
5981,42,901,"15/07/17",TRUE,"Approved","OHM Cycles","Road","medium","small",1810,1610.9,40672,"Jul",199.1
5982,98,167,"03/11/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",795.34,101.58,42295,"Nov",693.76
5983,82,1875,"11/09/17",TRUE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,33888,"Sep",709.34
5984,84,999,"07/10/17",FALSE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,42696,"Oct",198.22
5985,39,12,"21/08/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",1812.75,582.48,40336,"Aug",1230.27
5986,92,973,"12/06/17",TRUE,"Approved","WeareA2B","Touring","medium","large",1890.39,260.14,33259,"Jun",1630.25
5987,25,3143,"30/07/17",TRUE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,42404,"Jul",709.34
5988,0,511,"19/12/17",FALSE,"Approved","Norco Bicycles","Standard","low","medium",363.01,290.41,38482,"Dec",72.6
5989,9,3055,"01/11/17",FALSE,"Approved","OHM Cycles","Road","medium","medium",742.54,667.4,33879,"Nov",75.14
5990,12,465,"11/05/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,37838,"May",1069.55
5991,77,2874,"05/04/17",TRUE,"Approved","Norco Bicycles","Road","medium","large",1240.31,795.1,40553,"Apr",445.21
5992,35,602,"08/05/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,41245,"May",448.68
5993,55,1084,"15/03/17",TRUE,"Approved","Trek Bicycles","Road","medium","large",1894.19,598.76,37823,"Mar",1295.43
5994,0,1738,"07/02/17",TRUE,"Approved","Trek Bicycles","Road","medium","medium",533.51,400.13,37668,"Feb",133.38
5995,65,99,"08/09/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1807.45,778.69,42145,"Sep",1028.76
5996,0,281,"28/06/17",FALSE,"Approved","Trek Bicycles","Road","medium","medium",290.62,215.14,35667,"Jun",75.48
5997,76,1947,"08/06/17",FALSE,"Approved","WeareA2B","Standard","low","medium",642.31,513.85,38193,"Jun",128.46
5998,0,37,"05/07/17",TRUE,"Approved","Solex","Standard","medium","medium",478.16,298.72,34143,"Jul",179.44
5999,66,2372,"12/11/17",FALSE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,40487,"Nov",64.9299999999999
6000,1,2858,"13/09/17",TRUE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,41434,"Sep",448.68
6001,46,3058,"18/01/17",FALSE,"Approved","Solex","Standard","low","medium",1289.85,74.51,38573,"Jan",1215.34
6002,29,2878,"11/11/17",FALSE,"Approved","Norco Bicycles","Road","medium","medium",543.39,407.54,42458,"Nov",135.85
6003,9,3026,"09/01/17",TRUE,"Approved","OHM Cycles","Road","medium","medium",742.54,667.4,34586,"Jan",75.14
6004,28,11,"02/04/17",FALSE,"Approved","Norco Bicycles","Standard","medium","small",1216.14,1082.36,33455,"Apr",133.78
6005,65,707,"10/09/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1807.45,778.69,33879,"Sep",1028.76
6006,88,1691,"18/03/17",FALSE,"Approved","Norco Bicycles","Standard","high","small",1661.92,1479.11,34165,"Mar",182.81
6007,80,2198,"25/11/17",FALSE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,35667,"Nov",139.23
6008,99,158,"19/02/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",1227.34,770.89,34556,"Feb",456.45
6009,64,579,"16/07/17",TRUE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,41047,"Jul",872.89
6010,79,2219,"17/01/17",FALSE,"Approved","Solex","Touring","medium","large",2083.94,675.03,38482,"Jan",1408.91
6011,81,1302,"22/05/17",TRUE,"Approved","Norco Bicycles","Standard","medium","small",586.45,521.94,36145,"May",64.51
6012,5,908,"18/04/17",TRUE,"Approved","Trek Bicycles","Mountain","low","medium",574.64,459.71,42560,"Apr",114.93
6013,11,1385,"11/01/17",FALSE,"Approved","Giant Bicycles","Standard","high","medium",1274.93,764.96,39298,"Jan",509.97
6014,65,305,"12/02/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1807.45,778.69,42145,"Feb",1028.76
6015,9,2485,"21/06/17",TRUE,"Approved","OHM Cycles","Road","medium","medium",742.54,667.4,37838,"Jun",75.14
6016,56,252,"24/09/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,36146,"Sep",45.96
6017,34,1900,"03/09/17",TRUE,"Approved","Norco Bicycles","Road","high","large",774.53,464.72,35560,"Sep",309.81
6018,71,2850,"16/01/17",FALSE,"Approved","Solex","Standard","high","large",1842.92,1105.75,38193,"Jan",737.17
6019,0,2240,"09/11/17",TRUE,"Approved","Norco Bicycles","Standard","low","medium",363.01,290.41,42458,"Nov",72.6
6020,1,2967,"20/12/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,42688,"Dec",448.68
6021,8,459,"22/11/17",TRUE,"Approved","Solex","Road","medium","small",1703.52,1516.13,38693,"Nov",187.39
6022,2,630,"14/09/17",FALSE,"Approved","Solex","Standard","medium","medium",71.49,53.62,37659,"Sep",17.87
6023,97,3020,"28/04/17",FALSE,"Approved","OHM Cycles","Road","medium","medium",742.54,667.4,35378,"Apr",75.14
6024,0,1559,"02/08/17",TRUE,"Approved","Norco Bicycles","Standard","low","medium",363.01,290.41,36833,"Aug",72.6
6025,92,1504,"28/02/17",TRUE,"Approved","WeareA2B","Standard","medium","small",1415.01,1259.36,37874,"Feb",155.65
6026,17,1641,"19/01/17",TRUE,"Approved","Solex","Standard","high","medium",1024.66,614.8,35378,"Jan",409.86
6027,13,1267,"11/08/17",FALSE,"Approved","Solex","Standard","medium","medium",1163.89,589.27,41345,"Aug",574.62
6028,5,829,"29/06/17",FALSE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,38573,"Jun",451.65
6029,49,3030,"03/09/17",FALSE,"Approved","Trek Bicycles","Road","medium","medium",533.51,400.13,41064,"Sep",133.38
6030,35,380,"03/06/17",FALSE,"Approved","Trek Bicycles","Standard","low","medium",1057.51,154.4,34527,"Jun",903.11
6031,91,3377,"11/08/17",FALSE,"Approved","Solex","Standard","medium","medium",100.35,75.26,38002,"Aug",25.09
6032,22,1777,"03/01/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",60.34,45.26,34165,"Jan",15.08
6033,32,201,"15/08/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",642.7,211.37,37337,"Aug",431.33
6034,60,2509,"05/12/17",FALSE,"Approved","Giant Bicycles","Standard","high","small",1977.36,1759.85,40779,"Dec",217.51
6035,85,425,"05/12/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",752.64,205.36,36145,"Dec",547.28
6036,71,1177,"19/09/17",TRUE,"Approved","Solex","Standard","high","large",1842.92,1105.75,38193,"Sep",737.17
6037,31,2412,"16/03/17",TRUE,"Approved","Giant Bicycles","Standard","medium","medium",230.91,173.18,39031,"Mar",57.73
6039,53,1493,"03/05/17",TRUE,"Approved","Giant Bicycles","Standard","high","medium",1274.93,764.96,39298,"May",509.97
6040,0,3375,"26/05/17",TRUE,"Approved","Norco Bicycles","Road","medium","medium",543.39,407.54,35052,"May",135.85
6041,44,2507,"22/08/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1769.64,108.76,41848,"Aug",1660.88
6042,33,173,"10/02/17",FALSE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,36498,"Feb",144.26
6043,46,2545,"09/07/17",TRUE,"Approved","Solex","Standard","low","medium",1289.85,74.51,41064,"Jul",1215.34
6044,56,14,"13/11/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,35707,"Nov",45.96
6045,76,330,"03/05/17",FALSE,"Approved","WeareA2B","Road","low","small",1172.78,1043.77,36498,"May",129.01
6046,21,1917,"01/04/17",FALSE,"Approved","Solex","Standard","medium","large",1071.23,380.74,35160,"Apr",690.49
6047,91,3360,"12/03/17",TRUE,"Approved","Solex","Standard","medium","medium",100.35,75.26,36367,"Mar",25.09
6048,91,1925,"23/07/17",FALSE,"Approved","Solex","Standard","medium","medium",100.35,75.26,38002,"Jul",25.09
6049,33,1494,"25/04/17",TRUE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,35052,"Apr",144.26
6050,83,593,"23/01/17",FALSE,"Approved","Solex","Touring","medium","large",2083.94,675.03,41533,"Jan",1408.91
6051,39,3232,"17/11/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",1812.75,582.48,40672,"Nov",1230.27
6052,30,560,"24/02/17",FALSE,"Approved","Solex","Standard","high","medium",748.17,448.9,33552,"Feb",299.27
6053,90,905,"04/09/17",TRUE,"Approved","Norco Bicycles","Standard","low","medium",363.01,290.41,38482,"Sep",72.6
6054,64,1443,"20/07/17",FALSE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,38647,"Jul",872.89
6055,80,602,"12/08/17",FALSE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,40487,"Aug",872.89
6056,39,268,"22/01/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",1812.75,582.48,40336,"Jan",1230.27
6057,52,2386,"09/02/17",TRUE,"Approved","OHM Cycles","Road","medium","medium",1280.28,829.51,37220,"Feb",450.77
6058,27,2082,"03/08/17",TRUE,"Approved","Trek Bicycles","Standard","medium","medium",499.53,388.72,37698,"Aug",110.81
6059,81,1970,"12/08/17",TRUE,"Approved","Norco Bicycles","Standard","medium","small",586.45,521.94,33429,"Aug",64.51
6060,10,1144,"26/03/17",FALSE,"Approved","Solex","Standard","medium","medium",1945.43,333.18,37873,"Mar",1612.25
6061,89,3004,"18/04/17",FALSE,"Approved","WeareA2B","Touring","medium","large",1362.99,57.74,36367,"Apr",1305.25
6062,80,2527,"20/09/17",FALSE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,42226,"Sep",139.23
6063,88,2066,"01/10/17",TRUE,"Approved","Norco Bicycles","Standard","high","small",1661.92,1479.11,34165,"Oct",182.81
6064,50,680,"15/09/17",TRUE,"Approved","Giant Bicycles","Standard","medium","medium",642.7,211.37,35052,"Sep",431.33
